"","file","cast","date","station_id","latitude","longitude","area","is_prince5","in_germanseal","in_scotsbay","depth","temperature","salinity"
"156","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,63,8.8769998550415,31.6441497802734
"157","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,64,8.82724952697754,31.6436996459961
"158","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,65,8.64785003662109,31.6944999694824
"159","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,66,8.38329982757568,31.7600498199463
"160","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,67,8.18174934387207,31.8276500701904
"161","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,68,8.05495071411133,31.8798484802246
"162","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,69,7.99199962615967,31.8815994262695
"163","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,70,7.93319988250732,31.8974494934082
"164","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,71,7.89394998550415,31.9174003601074
"165","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,72,7.87284994125366,31.9230499267578
"166","2017.nc",6327,2017-07-13,"Prince-5",44.9306983947754,-66.8495025634766,"Prince5",TRUE,FALSE,FALSE,73,7.84654998779297,31.9374008178711
