Sequence,Location,Vessel,Type,No. Filets per kg,Size (cm),Recorded,Count,#1,#2,#3,#4,#5,#6,#7,#8,Average
5,Patch ,Morning Star ,Fillet,10.20,,5-28-2018 17:14,8,10.4,9,11.7,5.4,7.3,6.8,7.3,6.2,8
1,Patch ,Morning Star ,Fillet,10.20,,5-29-2018 17:35,8,4.8,6.3,12.4,16,8.4,9.8,7,8.7,9.2
2,Patch ,Morning Star ,Fillet,10.20,,5-29-2018 17:36,8,5.9,5.1,11.6,5.7,4.1,8.5,8.7,5.9,6.9
3,Patch ,Morning Star ,Fillet,10.20,,5-29-2018 17:37,8,12.1,4.8,5.9,5.1,7.4,6.2,9.7,15.3,8.3
4,Patch ,Morning Star ,Fillet,10.20,,5-29-2018 17:37,8,7.9,10.7,7.3,17.2,4.9,9.2,5.7,8.9,9
5,Patch ,Morning Star ,Fillet,10.20,,5-29-2018 17:38,8,4.7,5.8,9,8.7,8.4,5.5,11.2,7.6,7.6
1,Patch ,Morning Star ,Fillet,10.20,,5-31-2018 17:21,8,22.8,9.4,23.5,16.6,13.7,15.1,20,16.5,17.2
2,Patch ,Morning Star ,Fillet,10.20,,5-31-2018 17:22,8,11.9,6.3,17,15,5.8,13.2,12.9,11.4,11.7
3,Patch ,Morning Star ,Fillet,10.20,,5-31-2018 17:23,8,18.3,16.5,17.8,14.3,13.4,8.5,14.7,15,14.8
4,Patch ,Morning Star ,Fillet,10.20,,5-31-2018 17:23,8,5.8,5.7,5.1,6.2,14.4,13.9,9.7,9,8.7
5,Patch ,Morning Star ,Fillet,10.20,,5-31-2018 17:24,8,11.4,14.3,9.4,16.2,5.1,9.5,13.5,6.5,10.7
1,Patch ,Morning Star ,Fillet,10.16,,06-02-2018 15:50,8,22.4,12.5,11.6,4.6,5.9,17.4,14.4,11.6,12.6
2,Patch ,Morning Star ,Fillet,10.16,,06-02-2018 15:50,8,6.6,11.7,15.6,8.3,8.9,10.8,4.5,11.1,9.7
3,Patch ,Morning Star ,Fillet,10.16,,06-02-2018 15:51,8,11.2,25,11.2,11.1,7.4,7.1,7.8,13.9,11.8
4,Patch ,Morning Star ,Fillet,10.16,,06-02-2018 15:52,8,11.7,11.4,14.6,5.1,11.6,16.2,13.8,16.2,12.6
5,Patch ,Morning Star ,Fillet,10.16,,06-02-2018 15:53,8,13,9.1,13.9,9.2,13.2,13.2,15.4,17.1,13
1,Patch ,Morning Star ,Fillet,,28,06-07-2018 18:12,8,12.3,10.4,11.2,2.2,18,13.5,10.6,7.8,10.8
2,Patch ,Morning Star ,Fillet,,28,06-07-2018 18:13,8,13.8,5.2,11.6,12.5,13.4,5.1,9.9,15.6,10.9
3,Patch ,Morning Star ,Fillet,,28,06-07-2018 18:14,8,13,7.4,8.7,4.3,12.2,13.8,10.9,14.4,10.6
4,Patch ,Morning Star ,Fillet,,28,06-07-2018 18:14,8,13.3,11.9,12.2,5.4,12.1,11.9,8.2,18.4,11.7
5,Patch ,Morning Star ,Fillet,,28,06-07-2018 18:15,8,13.8,12.4,9.6,15,15.4,11.6,10.8,4.9,11.7
1,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:06,8,10.4,6.1,10.3,10,11.2,7.6,10.5,13.6,10
2,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:07,8,10.5,14.7,9.2,14.6,9.6,9.4,12.3,8.4,11.1
3,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:36,8,15,10.7,4.4,12.2,3.2,9.2,7.9,13.8,9.6
4,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:37,8,7.1,15.9,13.8,13.5,16.6,13.9,12.9,6.7,12.6
5,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:45,8,8.3,7,25,9.2,10.2,13.3,4.5,17.8,11.9
6,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:46,8,14.3,5.1,12.2,15.7,16.7,14,11.8,2.7,11.6
7,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:47,8,11.2,12.3,9.8,10.9,13,10.4,4.8,10.5,10.4
8,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:48,8,16.2,18.1,16,14.6,10.9,5.4,14.4,6.3,12.7
9,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:49,8,13.5,9.7,10,4,13.3,15.6,15.6,9.2,11.4
10,Patch ,Morning Star ,Fillet,10.16,,06-08-2018 16:50,8,11.7,12.4,7,9.9,17.4,16.1,14.2,14,12.8
11,Patch ,Morning Star ,Bait,,23-30.5,06-08-2018 16:51,8,12.8,22.4,5.5,23.3,8,10.5,18.1,23.4,15.5
12,Patch ,Morning Star ,Bait,,23-30.5,06-08-2018 16:52,8,7.8,18.7,15.4,12.1,18.4,23.8,16.4,7.8,15.1
13,Patch ,Morning Star ,Bait,,23-30.5,06-08-2018 16:53,8,18,14.1,21.9,11.1,17.4,10.9,14.4,18.4,15.8
14,Patch ,Morning Star ,Bait,,23-30.5,06-08-2018 16:54,8,17,16.3,15.6,6.3,11.1,6.8,13.2,20.6,13.4
15,Patch ,Morning Star ,Bait,,23-30.5,06-08-2018 16:54,8,15.6,24,15.6,18.8,10.1,17.1,9.9,13.8,15.6
1,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:22,8,9.2,13.6,13.5,11.8,13.5,7,9.2,17.1,11.9
2,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:22,8,12.8,7.8,14.4,11.4,12.3,11.7,12.4,14.1,12.1
3,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:24,8,17.8,10.6,8.4,15.6,12.2,11.4,14,10.2,12.5
4,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:25,8,11.4,12.6,12.6,12.2,14.4,4.5,11.9,8.8,11.1
5,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:26,8,17.1,13.8,16.2,6.2,20,7.3,17,8.8,13.3
6,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:30,8,10.5,10,10.4,16.6,12.1,7.3,13.8,11.5,11.5
7,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:31,8,12.4,12.7,11.4,14.6,13.8,18.7,11.2,13.5,13.5
8,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:32,8,15.6,14.1,13.2,15,4.9,13.7,13.8,12.2,12.8
9,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:39,8,10.5,14.4,11.5,9.8,15.6,12.6,14.7,9.7,12.4
10,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:40,8,11.7,8.6,7.7,11.6,12.4,16.5,30.5,15.7,14.3
11,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:43,8,11.2,3.8,8.4,10.1,14.1,7.3,6.1,12.1,9.1
12,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:44,8,10.7,7.5,11.9,12,17,12.6,11.2,12.8,12
13,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:44,8,10.7,6.8,5.1,12.2,14.2,10.9,8.7,10,9.8
14,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:45,8,18.4,18,8.4,8.6,11.5,11.5,11.8,10.1,12.3
15,Patch ,Morning Star ,Fillet,10.16,,06-10-2018 17:46,8,10.6,11.7,9.9,11.8,11.9,7.5,9.8,9.8,10.4
6,,Leroy & Barry ,Bait ,,20.5-23,6-17-2018 9:13,8,5.5,14.6,4.8,11.2,10.5,5.1,11.7,13.3,9.6
7,,Leroy & Barry ,Bait ,,20.5-23,6-17-2018 9:14,8,8.1,9.7,3.1,11.2,4.9,6.1,12,10.9,8.3
8,,Leroy & Barry ,Bait ,,20.5-23,6-17-2018 9:15,8,6,27,7.5,7.9,11.6,8.4,3.2,28.6,12.5
9,,Leroy & Barry ,Bait ,,20.5-23,6-17-2018 9:16,8,7.7,5.2,3.8,9.6,6.1,2,12.6,11.7,7.3
10,,Leroy & Barry ,Bait ,,20.5-23,6-17-2018 9:17,8,4.6,5.2,6,9.8,33.5,12.8,6.7,6.6,10.7
19,,Morning Star ,Bait ,,23-30.5,6-17-2018 10:30,8,11.9,12.7,12.1,11.1,10.5,9.2,7.3,15.3,11.3
20,,Morning Star ,Bait ,,23-30.5,6-17-2018 10:30,8,14.7,13.7,7.7,13.6,12.6,12.2,8.4,8.3,11.4
21,,Morning Star ,Bait ,,23-30.5,6-17-2018 11:33,8,16.1,15.1,14.6,28,17.2,17.4,14.1,6.8,16.2
22,,Morning Star ,Bait ,,23-30.5,6-17-2018 11:34,8,11.8,13.3,14.3,17.4,8.8,21.1,13.3,12.7,14.1
23,,Morning Star ,Bait ,,23-30.5,6-17-2018 16:23,8,3.9,6.9,8.4,10.8,7.6,12.9,11.2,13.2,9.4
24,,Morning Star ,Bait ,,23-30.5,6-17-2018 16:24,8,9.9,9.2,14.4,3.2,10.5,12.5,7.2,12.9,10
1,Tear Drop,Leroy & Barry ,Fillets,10.16,,6-20-2018 9:02,8,3.5,29.7,12.2,16.2,14.3,15.6,6.8,7,13.2
2,Tear Drop,Leroy & Barry ,Fillets,10.16,,6-20-2018 9:03,8,13.7,3.1,20.4,9.9,1.7,6.8,5.7,8.1,8.7
3,Tear Drop,Leroy & Barry ,Fillets,10.16,,6-20-2018 9:04,8,4.7,3.3,6.8,3.7,26,7.7,11.7,12,9.5
4,Tear Drop,Leroy & Barry ,Fillets,10.16,,6-20-2018 9:05,8,14.2,13.2,14.3,9.9,13.3,10.8,1.2,12.2,11.1
5,Tear Drop,Leroy & Barry ,Fillets,10.16,,6-20-2018 9:06,8,19.6,3,2,8.6,11.5,19.2,7.3,17.6,11.1
6,Tear Drop,Leroy & Barry ,Fillets,10.16,,6-20-2018 9:18,8,21.8,25.4,16,4.2,20,9.3,19.8,16.5,16.6
7,Tear Drop,Leroy & Barry ,Fillets,10.16,,6-20-2018 9:19,8,20.4,2.3,26.3,13.2,2.5,2.5,11.3,15.8,11.8
8,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:20,8,21.9,15.1,21.2,15.6,7.3,16.5,12.8,5.9,14.5
9,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:21,8,20.6,16.8,1.8,21.6,19.7,3.5,1.6,1.5,10.9
10,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:22,8,1.6,19.7,4.5,11.1,1.6,1.4,6.6,19,8.2
11,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:25,8,16.6,2,15.2,13.9,1.8,6,9.8,1.5,8.4
12,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:26,8,3.8,16.2,21.1,2.4,1.7,2.3,12,1.5,7.6
13,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:27,8,17.7,2.1,7,3.9,1.3,20.6,16.4,1.5,8.8
14,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:27,8,16.7,16.1,3.9,2.2,1.8,4,14.4,1.6,7.6
15,Tear Drop,Leroy & Barry ,Bait,,23-30.5,6-20-2018 9:28,8,16.1,2.5,17.2,18.3,3.7,4,12.4,15,11.2
6,Scots,Leroy & Barry ,Fillets,10.16,,6-25-2018 7:47,8,8.7,1.3,1.9,1.9,2.4,2.2,13.4,1.9,4.2
7,Scots,Leroy & Barry ,Fillets,10.16,,6-25-2018 7:48,8,8,3.9,1.2,1.1,1.9,3,11.4,1.7,4
8,Scots,Leroy & Barry ,Fillets,10.16,,6-25-2018 7:49,8,4.7,6.3,1.7,2.4,1.4,1.6,4,2,3
9,Scots,Leroy & Barry ,Fillets,10.16,,6-25-2018 7:49,8,1.7,4.7,5.7,1.6,1.8,8.5,1.2,1.3,3.3
10,Scots,Leroy & Barry ,Fillets,10.16,,6-25-2018 7:50,8,1.6,4.8,1.5,7.1,13.9,1.3,2.1,2.4,4.3
1,Prong,Leroy & Barry ,Bait,,18-20.5,6-28-2018 8:09,8,7.3,9.2,12.9,5.3,5,12.4,8,11.9,9
2,Prong,Leroy & Barry ,Bait,,18-20.5,6-28-2018 8:10,8,11.1,2.1,4.7,10.3,11.5,10.4,9.6,15.8,9.4
3,Prong,Leroy & Barry ,Bait,,18-20.5,6-28-2018 8:11,8,13.8,13.3,8,5.7,12.2,5.4,13.5,5.9,9.7
4,Prong,Leroy & Barry ,Bait,,18-20.5,6-28-2018 8:12,8,6.2,4,11.7,11.5,12.7,5.1,6.8,8.2,8.3
5,Prong,Leroy & Barry ,Bait,,18-20.5,6-28-2018 8:13,8,7.5,8.8,3.1,8.4,15.4,5.1,7.9,7.1,7.9
1,Prong,Leroy & Barry ,Bait,,18-20.5,6-30-2018 7:12,8,14.3,6.9,9.8,9.3,7.9,9.1,9.6,11,9.7
2,Prong,Leroy & Barry ,Bait,,18-20.5,6-30-2018 7:13,8,10.4,9.4,8.8,9.7,9.9,7.8,2,6.9,8.1
3,Prong,Leroy & Barry ,Bait,,18-20.5,6-30-2018 7:14,8,4.5,9.2,9.4,4.6,12.2,14.7,6.4,15.2,9.5
4,Prong,Leroy & Barry ,Bait,,18-20.5,6-30-2018 7:16,8,18.1,7.5,12.1,10.4,7.1,13.6,6,3.6,9.8
5,Prong,Leroy & Barry ,Bait,,18-20.5,6-30-2018 7:16,8,15.1,2.2,4.6,9.4,6.1,12.6,4.2,5.5,7.5
1,Grand Manan,Leroy & Barry ,Bait,,18-20.5,7-3-2018 7:53,8,4.4,3.4,4.8,4.6,10.1,6.9,2.8,10.6,6
2,Grand Manan,Leroy & Barry ,Bait,,18-20.5,7-3-2018 7:54,8,11.9,4.8,1.8,9.9,5.4,3.4,10.8,9.4,7.2
3,Grand Manan,Leroy & Barry ,Bait,,18-20.5,7-3-2018 7:55,8,7.6,3.9,11.9,4.7,3.8,10.9,9.7,11.4,8
4,Grand Manan,Leroy & Barry ,Bait,,18-20.5,7-3-2018 7:55,8,10,2.3,15.1,4.8,12.4,20.2,8.9,10.8,10.6
5,Grand Manan,Leroy & Barry ,Bait,,18-20.5,7-3-2018 7:56,8,5.1,4.1,5.8,5.4,3.6,6.8,14.8,7.2,6.6
1,Grand Manan,Morning Star ,Bait,,20.5-23,07-04-2018 7:10,8,11.1,11.6,1.2,11.4,11.6,1.3,10.3,7.9,8.3
2,Grand Manan,Morning Star ,Bait,,20.5-23,07-04-2018 7:11,8,1.3,4,3.7,3.4,9.3,11.7,3.2,2.4,4.9
3,Grand Manan,Morning Star ,Bait,,20.5-23,07-04-2018 7:13,8,2.7,1,6,4.3,1.7,4.8,15,19,6.8
4,Grand Manan,Morning Star ,Bait,,20.5-23,07-04-2018 7:14,8,3.7,4.3,1.4,6.5,16.9,5.4,9,2.2,6.2
5,Grand Manan,Morning Star ,Bait,,20.5-23,07-04-2018 7:15,8,4.7,4.7,1.9,12.8,4.7,10.8,10.5,20,8.8
6,Grand Manan,Leroy & Barry ,Bait,,18-20.5,07-04-2018 9:53,8,8,8.8,13.8,3.4,9.3,4.6,5.4,14.6,8.5
7,Grand Manan,Leroy & Barry ,Bait,,18-20.5,07-04-2018 9:54,8,4.5,2.5,4.9,5.4,13.9,11.2,16,6.3,8.1
8,Grand Manan,Leroy & Barry ,Bait,,18-20.5,07-04-2018 9:54,8,9.4,6.5,14.4,8.7,3.3,5.7,24.3,7.1,9.9
9,Grand Manan,Leroy & Barry ,Bait,,18-20.5,07-04-2018 9:55,8,3.3,6.6,2.6,9.4,3.7,5.1,2,8.7,5.2
10,Grand Manan,Leroy & Barry ,Bait,,18-20.5,07-04-2018 9:56,8,5.1,9.2,5.1,13.8,3.6,8.8,5.1,8.4,7.4
1,Grand Manan,Morning Star ,Bait,,20.5-23,07-05-2018 12:44,8,6.2,7.1,4.6,5,10.2,12.2,6.4,3.4,6.9
2,Grand Manan,Morning Star ,Bait,,20.5-23,07-05-2018 12:45,8,7.6,4.8,5.9,11.6,7.4,12.8,2.2,4.6,7.1
3,Grand Manan,Morning Star ,Bait,,20.5-23,07-05-2018 12:46,8,2,2.5,13,11.2,1.8,2.3,5.1,10.7,6.1
4,Grand Manan,Morning Star ,Bait,,20.5-23,07-05-2018 12:46,8,2.5,2.9,6.3,10.5,5.7,4.9,3.9,4,5.1
5,Grand Manan,Morning Star ,Bait,,20.5-23,07-05-2018 12:47,8,4.8,1.5,11.8,11.8,4.1,4.6,2.6,11.6,6.6
6,Long Island Shoal,Morning Star ,Bait,,20.5-23,07-05-2018 14:53,8,6.9,4.3,6.3,1.6,2.7,4.3,7.7,5.7,4.9
7,Long Island Shoal,Morning Star ,Bait,,20.5-23,07-05-2018 14:54,8,9.4,8.9,3.6,5.7,7.1,9,1.7,2.1,5.9
8,Long Island Shoal,Morning Star ,Bait,,20.5-23,07-05-2018 14:55,8,4.3,2.2,7.3,5.9,3.5,4,9.1,5.9,5.3
9,Long Island Shoal,Morning Star ,Bait,,20.5-23,07-05-2018 14:56,8,4.5,3.7,4.6,4.2,4.5,4,5.5,4.2,4.4
10,Long Island Shoal,Morning Star ,Bait,,20.5-23,07-05-2018 14:57,8,8.5,4.5,7.7,4.8,6.9,4.6,10.8,3.5,6.4
1,Scots,Leroy & Barry ,Fillets,10.16,,07-09-2018 15:29,8,4.5,2.8,11.7,3.4,2.1,1.9,12.7,6.6,5.7
2,Scots,Leroy & Barry ,Fillets,10.16,,07-09-2018 15:30,8,4.3,4.3,4.2,3.8,2.8,12.7,4.4,8.6,5.6
3,Scots,Leroy & Barry ,Fillets,10.16,,07-09-2018 15:30,8,10.4,8.9,5.2,6.9,11.9,8.7,5.7,4.5,7.8
4,Scots,Leroy & Barry ,Fillets,10.16,,07-09-2018 15:31,8,4.1,9.1,8.1,4.4,8.7,2,12.4,9.8,7.3
5,Scots,Leroy & Barry ,Fillets,10.16,,07-09-2018 15:32,8,2.3,9.2,5.1,4.2,4.3,13.2,4.1,9.6,6.5
1,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:04,8,6.2,5,3.3,3.8,6.3,4.5,4.8,6.3,5
2,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:05,8,5.9,1.3,5.4,8.4,6.6,6.1,17.6,4.3,7
3,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:06,8,4.7,4.5,5.1,5.6,6.1,11.1,13.2,3.9,6.8
4,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:07,8,1.6,4.2,7.8,5.1,4.6,2,6.6,2.9,4.4
5,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:08,8,4.2,1.5,2.6,11.2,4.3,3.9,3.1,3.8,4.3
6,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:10,8,2.8,4.2,11.2,10.1,4.5,5.7,5.4,5.9,6.2
7,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:11,8,11.1,5.9,7.4,7.6,3.9,2.7,3.3,1,5.4
8,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:12,8,2.3,16,7.5,4.8,7.2,6.2,4.7,4.7,6.7
9,Scots,Morning Star ,Fillets,10.16,,07-10-2018 9:12,8,3.9,7.5,4.6,1.7,7.9,9.1,2.3,4.9,5.2
10,Scots,Leroy & Barry ,Fillets,10.16,,07-10-2018 9:13,8,3.8,12,4.6,5.2,4.5,4.4,9.3,7.1,6.4
11,Scots,Leroy & Barry ,Fillets,10.16,,07-10-2018 15:44,8,7,8.1,2,5,13.6,2.5,4.7,5.9,6.1
12,Scots,Leroy & Barry ,Fillets,10.16,,07-10-2018 15:45,8,4.6,2.1,10,2,9.8,2.7,3.3,8.7,5.4
13,Scots,Leroy & Barry ,Fillets,10.16,,07-10-2018 15:46,8,4.4,4.4,4.9,4.6,4.3,5,4.1,4.6,4.5
14,Scots,Leroy & Barry ,Fillets,10.16,,07-10-2018 15:47,8,12,9.9,3.5,7,4.7,4.8,1.9,7.9,6.5
15,Scots,Leroy & Barry ,Fillets,10.16,,07-10-2018 15:48,8,3.7,8.1,7.8,8.2,2.9,1.2,4,5.1,5.1
1,Scots,Morning Star ,Fillets,10.16,,07-11-2018 12:31,8,8.9,4.4,3.2,5.1,4.3,4.1,2.2,10.9,5.4
2,Scots,Morning Star ,Fillets,10.16,,07-11-2018 12:32,8,3.1,1.2,7.6,4.7,12.1,2.3,5.4,5,5.2
3,Scots,Morning Star ,Fillets,10.16,,07-11-2018 12:33,8,6.9,5.2,2.8,5.9,2.5,4.8,3.7,4.1,4.5
4,Scots,Morning Star ,Fillets,10.16,,07-11-2018 12:34,8,2.5,3.9,3.1,4,1.6,2.9,8.8,3.1,3.7
5,Scots,Morning Star ,Fillets,10.16,,07-11-2018 12:35,8,5.7,5.3,4.5,6.3,11.4,3.4,10.9,1.3,6.1
6,Scots,Morning Star ,Fillets,10.16,,07-11-2018 15:26,8,1.3,10.8,1.7,3,5.9,4.8,8.2,4.4,5
7,Scots,Morning Star ,Fillets,10.16,,07-11-2018 15:28,8,9.9,3.5,6.6,5.1,6.8,3.7,1.3,4,5.1
8,Scots,Morning Star ,Fillets,10.16,,07-11-2018 15:31,8,8.1,3.6,3.1,3.9,3.2,5.7,2.9,5.1,4.5
9,Scots,Morning Star ,Fillets,10.16,,07-11-2018 15:32,8,7.1,8.7,5,4.7,10,2,5.5,2.2,5.7
10,Scots,Morning Star ,Fillets,10.16,,07-11-2018 15:33,8,4.1,2.9,6.9,3.4,6.1,4,4.9,4.3,4.6
1,Grand Manan,Morning Star ,Bait ,,18-20.5,07-12-2018 8:15,8,11.6,4.2,8.5,5.5,13.5,14.5,12.5,1.7,9
2,Grand Manan,Morning Star ,Bait ,,18-20.5,07-12-2018 8:16,8,9.8,7,7.4,5,4.5,7.3,6.9,9.1,7.1
3,Grand Manan,Morning Star ,Bait ,,18-20.5,07-12-2018 8:18,8,12.4,6.1,6.1,6.3,11.3,7,26.3,4.3,10
4,Grand Manan,Morning Star ,Bait ,,18-20.5,07-12-2018 8:19,8,15.4,13,3.7,5.1,5.4,3.6,7.3,3.2,7.1
5,Grand Manan,Morning Star ,Bait ,,18-20.5,07-12-2018 8:19,8,15.3,9.8,11.4,3.6,6.8,3.4,5.5,6.9,7.8
6,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,07-12-2018 9:10,8,12.2,6.9,4.3,8.9,4.4,3.5,8.4,7.4,7
7,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,07-12-2018 9:11,8,7.8,6.7,5.2,4.3,8.8,7.8,18.7,4.2,7.9
8,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,07-12-2018 9:12,8,5.2,10.7,10.7,9,6.9,2.3,3.7,4.1,6.6
9,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,07-12-2018 9:13,8,9.6,17.9,16.7,4.8,3.4,6.1,9.2,12.6,10
10,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,07-12-2018 9:14,8,4.1,14.7,5.3,5.1,7.8,11.2,4.7,8.3,7.7
1,Grand Manan,Morning Star ,Bait ,,18-20.5,7-13-2018 7:39,8,5.1,9.5,6.9,6.6,4.8,4.5,7.5,4.8,6.2
2,Grand Manan,Morning Star ,Bait ,,18-20.5,7-13-2018 7:40,8,10.4,8.4,5.2,2.2,10,6.6,8.1,14.1,8.1
3,Grand Manan,Morning Star ,Bait ,,18-20.5,7-13-2018 7:41,8,2.6,3.1,5.3,7.3,8,4.6,1.8,14.1,5.9
4,Grand Manan,Morning Star ,Bait ,,18-20.5,7-13-2018 7:42,8,7.4,4.1,6.2,4.6,8.7,4,4.5,19.7,7.4
5,Grand Manan,Morning Star ,Bait ,,18-20.5,7-13-2018 7:43,8,4.8,5.4,15.9,2.4,6.3,9.5,11.1,11,8.3
6,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-13-2018 9:39,8,2.9,4.9,6.8,2.9,5,11.7,9.2,6.1,6.2
7,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-13-2018 9:40,8,3.9,8.7,1.7,1.6,5.1,16,7.9,15.1,7.5
8,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-13-2018 9:40,8,5,2.5,12.2,2.8,7.8,4.9,7,3,5.7
9,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-13-2018 9:41,8,10.4,7.3,2.5,6.2,4.6,11.6,2,7.9,6.6
10,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-13-2018 9:42,8,11.7,9.8,2.6,9.2,2.2,4.1,2.4,4.3,5.8
1,Grand Manan,Morning Star ,Bait ,,18-20.5,7-16-2018 8:06,8,4.3,4.9,36.7,8.9,4.4,6.6,7.5,3.3,9.6
2,Grand Manan,Morning Star ,Bait ,,18-20.5,7-16-2018 8:07,8,4.4,8.7,7.2,5.6,6.8,4.7,4.7,5.8,6
3,Grand Manan,Morning Star ,Bait ,,18-20.5,7-16-2018 8:08,8,6.9,14.9,3.8,12,6.2,5.1,5.1,8.5,7.8
4,Grand Manan,Morning Star ,Bait ,,18-20.5,7-16-2018 8:09,8,5.4,6.6,2.9,10.2,9.7,4.5,4.7,8.7,6.6
5,Grand Manan,Morning Star ,Bait ,,18-20.5,7-16-2018 8:09,8,14.9,2.9,5.3,7.7,9.2,6.3,3.7,7.8,7.2
6,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-16-2018 11:30,8,15.2,4.3,8,12.8,4.9,4.6,4,9.6,7.9
7,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-16-2018 11:31,8,9.2,3.7,9.3,2.8,10.3,10.9,11.7,11.3,8.7
8,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-16-2018 11:31,8,3,5.2,5.1,5.1,10.2,12.2,10,5.5,7
9,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-16-2018 11:32,8,6.8,7.8,9.2,5.1,11.6,3.1,7.8,5.4,7.1
10,Grand Manan,Leroy & Barry ,Bait ,,18-20.5,7-16-2018 11:33,8,7.2,2.9,3.5,14.2,3.4,8.4,5.9,10.2,7
1,Scots,Morning Star ,Fillet,10-16,,7-23-2018 8:40,8,0,2.2,8.5,1.7,6.5,11.7,2.3,3.6,4.6
2,Scots,Morning Star ,Fillet,10-16,,7-23-2018 8:41,8,5.9,2.4,2.1,1.6,5.1,12.6,7.2,2.8,5
3,Scots,Morning Star ,Fillet,10-16,,7-23-2018 8:41,8,6.1,4.3,13.1,1.9,4.8,9.8,4.9,4.6,6.2
4,Scots,Morning Star ,Fillet,10-16,,7-23-2018 8:42,8,1.3,5.1,4.8,5.2,6.2,2.4,2.3,10.3,4.7
5,Scots,Morning Star ,Fillet,10-16,,7-23-2018 8:43,8,10.6,6.2,4.5,9.3,3.2,3.4,6.1,11.6,6.9
6,Scots,Morning Star ,Fillet,10-20,,7-25-2018 11:16,8,11.4,11.2,5.6,4.4,10.4,5.5,8.1,5.7,7.8
7,Scots,Morning Star ,Fillet,10-20,,7-25-2018 11:17,8,8.5,7.8,6.8,4.9,4,6.6,11.6,9.5,7.5
8,Scots,Morning Star ,Fillet,10-20,,7-25-2018 11:18,8,4.9,7.8,6.3,4.1,9.9,4.9,6.6,7.3,6.5
9,Scots,Morning Star ,Fillet,10-20,,7-25-2018 11:20,8,3.6,9,8,6.6,6.1,10.1,4.4,3.5,6.4
10,Scots,Morning Star ,Fillet,10-20,,7-25-2018 11:21,8,8,5.6,6.8,5,4.2,4.3,5.5,3.4,5.4
1,Grand Manan,Morning Star ,Bait,,18-20.5,7-26-2018 7:40,8,2.6,8.5,3.8,7,4.5,6.6,10.5,7.1,6.3
2,Grand Manan,Morning Star ,Bait,,18-20.5,7-26-2018 7:41,8,3.2,5.3,6.1,5.1,5.4,4.3,11.9,9.2,6.3
