Plant,Date,Method ,Harvest_Site,Boat,bait,small,med,large
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,9.8,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,5.4,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,10.2,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,6.2,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,7.6,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,9.4,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,7.8,,
Sea Life,2018-08-20,1,Scots Bay,Sealife II,,6.2,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,4.8,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,6.2,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,9,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,8,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,12,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,9.2,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,7,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,7.4,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,4.8,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,7.6,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,9.6,,
Sea Life,2018-08-20,1,Scots Bay,Lady Janice,,9.6,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,7.4,,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,6.4,,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,4.8,,,
Sea Life,2018-08-20,1,Scots Bay,Lady Melissa,8.2,,,
Sea Life,2018-08-21,1,Long Island Shore,Lady Melissa,8,,,
Sea Life,2018-08-21,1,Long Island Shore,Lady Melissa,8.2,,,
Sea Life,2018-08-21,1,Long Island Shore,Lady Melissa,4.4,,,
Sea Life,2018-08-21,1,Long Island Shore,Lady Melissa,4.6,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.4,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,6.2,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.4,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.1,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.6,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,9.8,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,12,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.6,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.8,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.6,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,10.8,,,
Sea Life,2018-08-22,1,Connor's Weir,Micheal & Eileen,11.8,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,4.6,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,7,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,9.2,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,5.2,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,3.8,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,6.4,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,4.4,,,
Sea Life,2018-08-22,1,Long Island Shore,Lady Melissa,7,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,8.2,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,7,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,5.2,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,5,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,10,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,6,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,7.8,,,
Sea Life,2018-08-23,1,Long Island Shore,Lady Janice,5.2,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,12.4,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,9.6,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,7.8,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,9.4,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,7.2,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,10.8,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,8.4,,,
Sea Life,2018-08-23,1,Connor's Weir,Senator Neil,4.8,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,8.8,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,6.8,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,6,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,7.4,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,5.8,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,9.8,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,11.2,,,
Sea Life,2018-08-24,1,Connor's Weir,Micheal & Eileen,8.4,,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,13.4,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,7.2,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,8.6,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,7.6,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,10.2,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,12,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,10,,
Sea Life,2018-08-24,1,Seal Island ,Lady Janice,,12,,
Sea Life,2018-08-24,1,Seal Island ,Lady Melissa,,10.8,,
Sea Life,2018-08-24,1,Seal Island ,Lady Melissa,,12.6,,
Sea Life,2018-08-24,1,Seal Island ,Lady Melissa,,9.4,,
Sea Life,2018-08-24,1,Seal Island ,Lady Melissa,,,8.6,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,5.2,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,4,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,4.2,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,5.8,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,5,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,4.6,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,4.2,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,6.2,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,4,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,5.4,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,3.8,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,5,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,8,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,12,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,5.8,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,9,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,,,,
Sea Life,2018-08-27,1,Connor's Weir,Capelco,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,13,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,7.8,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,10.6,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,6.4,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,Seal Island ,Lady Janice,,,,
Sea Life,2018-08-29,1,German Bank,Lady Janice,,3.8,,
Sea Life,2018-08-29,1,German Bank,Lady Janice,,6,,
Sea Life,2018-08-29,1,German Bank,Lady Janice,,,12.2,
Sea Life,2018-08-29,1,German Bank,Lady Janice,,,10.2,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,9.4,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,6.2,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,10.6,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,7,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,6.4,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,8.4,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,5.4,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,9.4,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,8.8,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,8.6,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,9.8,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,7.6,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,8.8,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,8.6,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,9.8,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,7.6,,
Sea Life,2018-08-29,1,German Bank,Lady Melissa,,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,8.4,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,6.2,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,4.6,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,4.4,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,8.6,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,5.8,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,3.8,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,3,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,5.6,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,4,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,3.6,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,4.2,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,4,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,5.4,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,4.2,,,
Sea Life,2018-08-29,1,Connor's Weir,Capelco,5.8,,,
Sea Life,2018-08-30,1,German Bank,Sealife II,,7,,
Sea Life,2018-08-30,1,German Bank,Sealife II,,5.8,,
Sea Life,2018-08-30,1,German Bank,Sealife II,,7,,
Sea Life,2018-08-30,1,German Bank,Sealife II,,6.6,,
Sea Life,2018-08-30,1,German Bank,Lady Janice,,4.8,,
Sea Life,2018-08-30,1,German Bank,Lady Janice,,7.8,,
Sea Life,2018-08-30,1,German Bank,Lady Janice,,10,,
Sea Life,2018-08-30,1,German Bank,Lady Janice,,10,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,,5.8,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,,8.8,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,,10,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,,,6,
Sea Life,2018-08-30,1,Connor's Weir,Senator Neil,5,,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,4.2,,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,3.4,,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,5,,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,6.6,,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,3.2,,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,6,,,
Sea Life,2018-08-30,1,German Bank,Lady Melissa,3,,,
Sea Life,2018-08-31,1,Connor's Weir,Capelco,17.4,,,
